No	pt_word	pt_word_art	pt_ipa_PT	pt_ipa_BR	pt_type_gender	pt_notes	en_word	en_ipa_US	en_ipa_UK	en_type	en_marker	en_notes	es_word	es_ipa_ES	es_ipa_LA	es_type_gender	es_marker	es_notes	image	fr_word	fr_word_art	fr_ipa	fr_type_gender	fr_notes	de_word	de_word_art	de_ipa	de_type_gender	de_notes	val_word	val_ipa	cat_ipa	val_type_gender	val_notes	it_word	it_ipa	it_type_gender	it_notes	en_pron	pt_pron	es_pron	fr_pron	de_pron	it_pron	val_pron	tags
85	oitenta e cinco		/ojˈtẽtɐ ɨ ˈsiŋku/	/ojˈtẽtɐ i ˈsĩku/	numeral		eighty-five	/ˈeɪti faɪv/		numeral			ochenta y cinco						85	quartre-vingt-cinq		katʀəvɛ̃sɛ̃k			fünfundachtzig		/fʏnfʊntˈaxtsɪç/			vuitanta-i-cinc	/bwiˈtan.taˈsiŋk/				ottantacinque	/otˌtan.taˈtʃiŋ.kwe/										Numbers Numbers::00_to_100 Numbers::ordinal
86	oitenta e seis		/ojˈtẽtɐ ɨ ˈsejʃ/	/ojˈtẽtɐ i ˈsejs/	numeral		eighty-six	/ˈeɪti sɪks/		numeral			ochenta y seis						86	quatre-vingt-six		katʁə-vɛ̃-sis			sechsundachtzig		/zɛksʊntˈaxtsɪç/			vuitanta-i-sis	/bwiˈtan.taˈsis/				ottantasei	/otˈtan.ta.sɛi/										Numbers Numbers::00_to_100 Numbers::ordinal
87	oitenta e sete		/ojˈtẽtɐ ɨ ˈsɛtɨ/	/ojˈtẽtɐ i ˈsɛti/	numeral		eighty-seven	/ˈeɪti ˈsɛvən/		numeral			ochenta y siete						87	quartre-vingt-sept		kaʁtʁə-vɛ̃-sɛt			siebenundachtzig		/ˈziːbn̩ʊntˈaxtsɪç/			vuitanta-i-set	/bwiˈtan.taˈset/				ottantasette	/otˈtan.ta.set.te/										Numbers Numbers::00_to_100 Numbers::ordinal
88	oitenta e oito		/ojˈtẽtɐ ɨ ojˈtu/	/ojˈtẽtɐ i ojˈtu/	numeral		eighty-eight	/ˈeɪti eɪt/		numeral			ochenta y ocho						88	quatre-vingt-huit		katʁə-vɛ̃-ɥit			achtundachtzig		/axtʊntˈaxtsɪç/			vuitanta-i-vuit	/bwiˈtan.taˈbɥit/				ottantotto	/otˈtan.tɔt.to/										Numbers Numbers::00_to_100 Numbers::ordinal
89	oitenta e nove		/ojˈtẽtɐ ɨ ˈnɔvɨ/	/ojˈtẽtɐ i ˈnɔvi/	numeral		eighty-nine	/ˈeɪti naɪn/		numeral			ochenta y nueve						89	quartre-vingt-neuf		katʀəvɛ̃nœf			neunundachtzig		/nɔʏ̯nʊntˈaxtsɪç/			vuitanta-i-nou	/bwiˈtan.taˈnɔw/				ottantanove	/otˈtan.ta.nɔ.ve/										Numbers Numbers::00_to_100 Numbers::ordinal
91	noventa e um		/nuˈvẽtɐ ɨ ˈũ/	/nuˈvẽtɐ i ˈũ/	numeral		ninety-one	/ˈnaɪnti wʌn/		numeral			noventa y uno						91	quatre-vingt-onze		katʀəvɛ̃ɔ̃z			einundneunzig		/aɪ̯nʊntˈnɔʏ̯nt͡sɪç/			noranta-i-un	/noˈɾan.taˈjun/				novantuno	/noˈvan.tu.no/										Numbers Numbers::00_to_100 Numbers::ordinal
92	noventa e dois		/nuˈvẽtɐ ɨ ˈdojʃ/	/nuˈvẽtɐ i ˈdojs/	numeral		ninety-two	/ˈnaɪnti tuː/		numeral			noventa y dos						92	quatre-vingt-douze		katʀəvɛ̃duz			zweiundneunzig		/t͡svaɪ̯ʊntˈnɔʏ̯nt͡sɪç/			noranta-i-dos	/noˈɾan.taˈðos/				novantadue	/noˈvan.ta.dwe/										Numbers Numbers::00_to_100 Numbers::ordinal
93	noventa e três		/nuˈvẽtɐ ɨ ˈtɾɛʃ/	/nuˈvẽtɐ i ˈtɾɛs/	numeral		ninety-three	/ˈnaɪnti θriː/		numeral			noventa y tres						93	quartre-vingt-treize		katʀəvɛ̃tʀɛz			dreiundneunzig		/dʁaɪ̯ʊntˈnɔʏ̯nt͡sɪç/			noranta-i-tres	/noˈɾan.taˈtɾes/				novantatre	/noˈvan.ta.tre/										Numbers Numbers::00_to_100 Numbers::ordinal
94	noventa e quatro		/nuˈvẽtɐ ɨ ˈkwatɾu/	/nuˈvẽtɐ i ˈkwatɾu/	numeral		ninety-four	/ˈnaɪnti fɔːr/		numeral			noventa y cuatro						94	quartre-vingt-quatorze		katʀəvɛ̃katɔʀz			vierundneunzig		/fɪɐ̯ʊntˈnɔʏ̯nt͡sɪç/			noranta-i-quatre	/noˈɾan.taˈkwa.tɾe/				novantaquattro	/noˈvan.ta.kwat.tro/										Numbers Numbers::00_to_100 Numbers::ordinal
95	noventa e cinco		/nuˈvẽtɐ ɨ ˈsiŋku/	/nuˈvẽtɐ i ˈsĩku/	numeral		ninety-five	/ˈnaɪnti faɪv/		numeral			noventa y cinco						95	quatre-vingt-quinze		katʁə-vɛ̃-kɛ̃z			fünfundneunzig		/fʏnfʊntˈnɔʏ̯nt͡sɪç/			noranta-i-cinc	/noˈɾan.taˈsiŋk/				novantacinque	/no.van.taˈtʃiŋ.kwe/										Numbers Numbers::00_to_100 Numbers::ordinal
96	noventa e seis		/nuˈvẽtɐ ɨ ˈsejʃ/	/nuˈvẽtɐ i ˈsejs/	numeral		ninety-six	/ˈnaɪnti sɪks/		numeral			noventa y seis						96	quartre-vingt-seize		katʀəvɛ̃sɛz			sechsundneunzig		/zɛksʊntˈnɔʏ̯nt͡sɪç/			noranta-i-sis	/noˈɾan.taˈsis/				novantasei	/noˈvan.ta.sɛi/										Numbers Numbers::00_to_100 Numbers::ordinal
97	noventa e sete		/nuˈvẽtɐ ɨ ˈsɛtɨ/	/nuˈvẽtɐ i ˈsɛti/	numeral		ninety-seven	/ˈnaɪnti ˈsɛvən/		numeral			noventa y siete						97	quartre-vingt-dix-sept		katʀəvɛ̃disɛt			siebenundneunzig		/ˈziːbn̩ʊntˈnɔʏ̯nt͡sɪç/			noranta-i-set	/noˈɾan.taˈset/				novantasette	/noˈvan.ta.set.te/										Numbers Numbers::00_to_100 Numbers::ordinal
98	noventa e oito		/nuˈvẽtɐ ɨ ojˈtu/	/nuˈvẽtɐ i ojˈtu/	numeral		ninety-eight	/ˈnaɪnti eɪt/		numeral			noventa y ocho						98	quartre-vingt-dix-huit		kaʁtʁə-vɛ̃-diz-ɥit			achtundneunzig		/axtʊntˈnɔʏ̯nt͡sɪç/			noranta-i-vuit	/noˈɾan.taˈbɥit/				novantotto	/noˈvɔt.to/										Numbers Numbers::00_to_100 Numbers::ordinal
99	noventa e nove		/nuˈvẽtɐ ɨ ˈnɔvɨ/	/nuˈvẽtɐ i ˈnɔvi/	numeral		ninety-nine	/ˈnaɪnti naɪn/		numeral			noventa y nueve						99	quartre-vingt-dix-neuf		katʀəvɛ̃diznœf			neunundneunzig		/nɔʏ̯nʊntˈnɔʏ̯nt͡sɪç/			noranta-i-nou	/noˈɾan.taˈnɔw/				novantanove	/noˈvan.ta.nɔ.ve/										Numbers Numbers::00_to_100 Numbers::ordinal
