seguradora (companhia)		seguradora	a seguradora	/ɐ sɨɡuɾɐˈdɔɾɐ/	/a seɡuɾaˈdɔɾɐ/	sf			insurance company	/ɪnˈʃʊrəns ˈkʰəmpəni/	/ɪnˈʃɔːrəns ˈkʰʌmpəni/	n			aseguradora	/aseɣuɾaˈðoɾa/	/aseɣuɾaˈðoɾa/				compagnie d'assurances		/kɔ̃paɲi dɑsyʁɑ̃ːs/				Versicherung		/fɛɐ̯ˈzɪçərʊŋ/				asseguradora						compagnia di assicurazioni	/kompaɲˈɲia di assikuratˈtsjoni/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
empresa (de transportes)		empresa de transportes	a empresa de transportes	/ɐ ẽˈpɾɛzɐ dɨ tɾɐ̃ˈʃpɔɾtɨʃ/	/a ẽˈpɾɛzɐ dʒi tɾɐ̃sˈpɔʁtes/	exp			transport company	/ˌtrænsˈpʰɔːrt ˈkʰəmpəni/	/trænsˈpʰɔːt ˈkʰʌmpəni/	n			empresa (de transportes)	/ɛmˈpɾesa ðe tɾansˈpoɾtes/	/ɛmˈpɾesa ðe tɾansˈpoɾtes/				entreprise de transport		/ɑ̃tʁəpʁiz də tʁɑ̃spɔːʁ/				Transportunternehmen		/transˈpɔrt ˈʊntɐneːmən/				empresa (de transports)						azienda di trasporti	/adˈdzjɛnda di trasˈpɔrti/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
mercearia		mercearia	a mercearia	/ɐ mɨɾsiɐˈɾiɐ/	/a meʁsiaˈɾiɐ/	sf			grocery store	/ˈɡroʊsri ˈstɔːr/	/ˈɡrəʊsᵊri ˈstɔː/	n			ultramarinos	/ultɾamaˈɾinos/	/ultɾamaˈɾinos/				épicerie		/episʁi/				Kurzwaren		/ˈkʊrtsvaːrən/				ultramarins						negozio di alimentari	/neˈɡɔttsjo di alimenˈtari/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
estação de comboios (PT)	<img src="pt_estaçao_de_comboios.JPG">	estação de comboios	a estação de comboios	/ɐ ʃtɐˈsɐ̃w̃ dɨ kõˈbojuʃ/	/a istaˈsɐ̃w̃ dʒi kõˈbojus/	exp	Local de paragem do comboio para embarque ou desembarque de carga ou passageiros.		train station (PT)	/ˈtreɪn ˈsteɪʃən/	/ˈtreɪn ˈsteɪʃᵊn/	n			estación de tren (PT)	/ɛstaˈθjon de ˈtɾɛn/	/ɛstaˈsjon de ˈtɾɛn/				gare		/ɡɑːʁ/				Bahnhof		/ˈbaːnhoːf/				estació de trens						stazione ferroviaria	/statˈtsjone ferroˈvjarja/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
ginásio		ginásio	o ginásio	/u ʒiˈnaziu/	/u ʒiˈnaziu/	sm			gym	/ˈdʒɪm/	/ˈdʒɪm/	n			gimnasio	/ximˈnasjo/	/ximˈnasjo/				gymnase		/ʒimnɑːz/				Fitnessstudio		/ˈfɪtnɛs #studio#/				gimnàs						palestra	/paˈlɛstra/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
livraria		livraria	a livraria	/ɐ livɾɐˈɾiɐ/	/a livɾaˈɾiɐ/	sf			bookstore	/ˈbʊkˌstɔːr/	/ˈbʊkstɔː/	n			librería	/liβɾɛˈɾia/	/liβɾɛˈɾia/				librairie		/libʁɛʁi/				Buchladen		/#Buchladen#/				llibreria						libreria	/libreˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
sapataria		sapataria	a sapataria	/ɐ sɐpɐtɐˈɾiɐ/	/a sapataˈɾiɐ/	sf			shoe shop	/ˈʃuː ˈʃɑp/	/ˈʃuː ˈʃɒp/	n			zapatería	/θapatɛˈɾia/	/sapatɛˈɾia/				magasin de chaussures		/maɡazɛ̃ də ʃosyːʁ/				Schuhgeschäft		/#Schuhgeschäft#/				sabateria						calzoleria	/kaltsoleˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
retrosaria		retrosaria	a retrosaria	/ɐ ʁɨtɾuzɐˈɾiɐ/	/a ʁetɾozaˈɾiɐ/	sf			haberdashery	/ˈhæbə˞ˌdæʃə˞ri/	/ˌhæbəˈdæʃᵊri/	n			mercería	/mɛɾθɛˈɾia/	/mɛɾsɛˈɾia/				magasin de confection		/maɡazɛ̃ də kɔ̃fɛksjɔ̃/				Kurzwaren		/ˈkʊrtsvaːrən/				merceria						merceria	/mertʃeˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
frutaria		frutaria	a frutaria	/ɐ fɾutɐˈɾiɐ/	/a fɾutaˈɾiɐ/	sf			fruit shop	/ˈfrut ˈʃɑp/	/ˈfruːt ˈʃɒp/	n			frutería	/fɾutɛˈɾia/	/fɾutɛˈɾia/				magasin de fruits		/maɡazɛ̃ də fʁɥi/				Obstladen		/ˈoːpst ˈlaːdn̩/				fruteria						frutteria	/frutteˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
loja (de roupa)		loja de roupa	a loja de roupa	/ɐ ˈlɔʒɐ dɨ ˈʁopɐ/	/a ˈlɔʒɐ dʒi ˈʁopɐ/	exp			clothing store	/ˈkloʊðɪŋ ˈstɔːr/	/ˈkləʊðɪŋ ˈstɔː/	n			tienda de ropa	/ˈtjɛnda ðe ˈropa/	/ˈtjɛnda ðe ˈropa/				magasin de vêtements		/maɡazɛ̃ də vɛtmɑ̃/				Bekleidungsgeschäft		/bəˈklaɪ̯dʊŋs #geschäft#/				botiga de roba						negozio di abbigliamento	/neˈɡɔttsjo di abbiʎʎaˈmento/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
metro	<img src="pt_metro.JPG">	metro	o metro	/u ˈmɛtɾu/	/u ˈmɛtɾu/	sm	Meio de transporte de<span style="background-color: rgb(255, 255, 255);">&nbsp;passageiros </span><span style="background-color: rgb(255, 255, 255);">que circula num percurso não subterrâneo ou parcialmente subterrâneo,</span>		metro	/ˈmɛtroʊ/	/ˈmetrəʊ/	n			metro	/ˈmɛtɾo/	/ˈmɛtɾo/				métro		/metʁo/				U-Bahn		/ˈuː ˈbaːn/				metro						metropolitana	/metropoliˈtana/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade::Transporte Vocabulary::Transport
papelaria		papelaria	a papelaria	/ɐ pɐpɨlɐˈɾiɐ/	/a papelaˈɾiɐ/	sf			stationery shop	/ˈsteɪʃəˌnɛri ˈʃɑp/	/ˈsteɪʃᵊnᵊri ˈʃɒp/	n			papelería	/papelɛˈɾia/	/papelɛˈɾia/				papeterie		/papətəʁi/				Schreibwarenhandlung		/ˈʃraɪ̯pvaːrən ˈhandlʊŋ/				papereria						cartoleria	/kartoleˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
pastelaria		pastelaria	a pastelaria	/ɐ pɐʃtɨlɐˈɾiɐ/	/a pastelaˈɾiɐ/	sf			pastry shop	/ˈpʰeɪstri ˈʃɑp/	/ˈpʰeɪstri ˈʃɒp/	n			pastelería	/pastelɛˈɾia/	/pastelɛˈɾia/				pâtisserie		/pɑtisʁi/				Feinkostgeschäft		/ˈfaɪ̯nkɔst #geschaft#/				pastisseria						pasticceria	/pastittʃeˈria/											Português::Curso::A1 Português::Vocabulario::Cidade::Locais Português::Vocabulario::Trabalho::Workplace
estação de metro	<img src="pt_estaçao_de_metro.JPG">	estação de metro	a estação de metro	/ɐ ʃtɐˈsɐ̃w̃ dɨ ˈmɛtɾu/	/a istaˈsɐ̃w̃ dʒi ˈmɛtɾu/	exp	Local de paragem de metro para embarque e desembarque de passageiros.		metro station	/ˈmɛtroʊ ˈsteɪʃən/	/ˈmetrəʊ ˈsteɪʃᵊn/	n			estación de metro	/ɛstaˈθjon de ˈmɛtɾo/	/ɛstaˈsjon de ˈmɛtɾo/				station de métro		/stɑsjɔ̃ də metʁo/				U-Bahn-Station		/ˈuː ˈbaːn ʃtaˈtsi̯oːn/				estació de metro						stazione della metropolitana	/statˈtsjone ˈdella metropoliˈtana/											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
carruagem do comboio	<img src="_carruagem_comboio.JPG">	carruagem do comboio	a carruagem do comboio	/ɐ kɐʁuˈaʒɐ̃j̃ du kõˈboju/	/a kaʁuˈaʒẽj̃ du kõˈboju/	exp			train carriage	/ˈtreɪn ˈkʰɛrɪdʒ/	/ˈtreɪn ˈkʰærɪdʒ/	n			el vagón del tren	/ɛl βaˈɣon dɛl ˈtɾɛn/	/ɛl βaˈɣon dɛl ˈtɾɛn/				voiture de train		/vwatyʁ də tʁɛ̃/				Zugwaggon		/ˈtsuːk #waggon#/				vagó del tren						carozza del treno	/karottsa ˈdel ˈtrɛno/											Portugues::Curso::2A2 Portugues::Vocabulario::Cidade Vocabulary::Transport
candeeiro (rua)	<img src="_candeeiro.JPG">	candeeiro	o candeeiro	/u kɐ̃dɨˈɐjɾu/	/u kɐ̃deˈejɾu/	sm			lamppost, streetlamp	/ˈlæmpˌpoʊst/	/ˈlæmppəʊst/	n			farol de calle	/faˈɾol de ˈkaʎe/	/faˈɾol de ˈkaʎe/				lampadaire (rue)		/lɑ̃padɛːʁ (ʁy) /				Straßenlampe		/ˈʃtraːsən #lampen#/				lluminària (carrer)						lampione (strada)	/lamˈpjone (ˈstrada) /											Portugues::Curso::1A2 Portugues::Vocabulario::Cidade
balcão (loja)	<img src="_balcao_mostrador.JPG">	balcão, balcões	o balcão, os balcões	/u baɫˈkɐ̃w̃, uʒ baɫˈkõj̃ʃ/	/u bawˈkɐ̃w̃, uʒ bawˈkõj̃s/	sm, smp			shop counter	/ˈʃɑp ˈkʰaʊntə˞/	/ˈʃɒp ˈkʰaʊntə/	n			mostrador (tiendas), mostradores	/mostɾaˈðoɾ/	/mostɾaˈðoɾ/				comptoir (magasin)		/kɔ̃twaːʁ (maɡazɛ̃) /				Ladenauslage		/ˈlaːdn̩ #auslage#/				mostrador (botiga)						banco (negozio)	/ˈbanko (neˈɡɔttsjo) /											Portugues::Curso::1A2 Portugues::Falso_Amigo Portugues::Vocabulario::Actividades::Compras Portugues::Vocabulario::Actividades::Compras::Loja_de_Roupa Portugues::Vocabulario::Cidade::Locais Vocabulary::City
