7176	codorniz	a codorniz	/ku.ðoɾ.ˈniʃ/	/ko.ðoɾ.ˈniʃ/	sf		quail						codorniz							caille					Wachtel					cordella					coturnice
7177	coelho	o coelho	/ku.ˈe.ʎu/	/ko.ˈe.ʎu/	sm		rabbit						conejo							lapin					Kaninchen					conill					coniglio
7178	borrego	o borrego	/bo.ˈʁɛ.ɡu/	/bo.ˈʁɛ.ɡu/	sm		lamb						cordero							agneau					Lamm					vedella					agnello
7179	faisão	o faisão	/faɪ̯.ˈzɐ̃w̃/	/faɪ̯.ˈzɐ̃w̃/	sm		pheasant						faisán							faisan					Fasan					feixó					fagiano
7180	galinha	a galinha	/ɡɐ.ˈɫi.ɲɐ/	/ga.ˈli.ɲɐ/	sf		chicken						gallina							poulet					Huhn					gallina					pollo
7181	lebre	a lebre	/ˈlɛ.bɾɨ/	/ˈlɛ.bɾɨ/	sf		hare						liebre							lièvre					Hase					lebre					lepre
7182	pato	o pato	/ˈpa.tu/	/ˈpa.tu/	sm		duck						pato							canard					Ente					ànec					anatra
7183	peru	o peru	/ˈpe.ɾu/	/ˈpe.ɾu/	sm		turkey						pavo							dinde					Truthahn					gall dindi					tacchino
7184	perdiz	a perdiz	/pɛɾ.ˈdiʒ/	/peɾ.ˈdiʒ/	sf		partridge						perdiz							perdrix					Rebhuhn					perdiu					pernice
7185	frango	o frango	/ˈfɾɐ̃.ɡu/	/ˈfɾɐ̃.ɡu/	sm		chicken						pollo							poulet					Huhn					gallina					pollo
7186	vitela	a vitela	/vi.ˈte.lɐ/	/vi.ˈte.lɐ/	sf		veal						ternera							veau					Kalbfleisch					vedella					vitello
7187	vaca	a vaca	/ˈva.kɐ/	/ˈva.kɐ/	sf		cow						vaca							vache					Kuh					vaca					mucca
7188	touro	o touro	/ˈto.ɾu/	/ˈto.ɾu/	sm		bull						toro							taureau					Stier					bou					toro
7189	carne	a carne	/ˈkaɾ.nɨ/	/ˈkaɾ.ni/	sf		meat						carne							viande					Fleisch					carn					carne
