a bernigela	bernigela	a bernigela	/ɐ bɨɾ.nɨ.ˈʒe.ɫɐ/	/bɛɾ.ni.ˈʒɛ.la/	sf		black cumin						berengena							nigelle					Schwarzkümmel					nigella					nigella											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
os brócolos	brócolos	os brócolos	/uʒ ˈbɾɔ.ku.ɫuʃ/	/ˈbɾɔ.ku.lus/	smp		broccoli						brócoli							brocoli					Brokkoli					bròquil					broccoli											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a curgete	curgete	a curgete	/ɐ kuɾ.ˈʒe.tɨ/	/kuʁ.ˈʒɛ.tɨ/, /kur.ˈʒɛt/	sf	ou a courgette	zucchini						calabacín							courgette					Zucchini					cabassó					zucchina											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a cebola	cebola	a cebola	/ɐ sɨ.ˈbo.ɫɐ/	/sɛ.ˈbɔ.la/	sf		onion						cebolla							oignon					Zwiebel					cebolla					cipolla											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a couve	couve	a couve	/ɐ ˈko.vɨ/	/ˈko.vɨ/	sf		cabbage						col, repollo							chou					Kohl					col					col											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a couve-flor	couve-flor	a couve-flor	/ɐ ˈko.vɨ-ˈfɫoɾ/	/ˈko.vɨ ˈfɫoɾ/	sf		cauliflower						coliflor							chou-fleur					Blumenkohl					coliflor					cavolfiore											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o espargo	espargo	o espargo	/u ʃ.ˈpaɾ.gu/	/is.ˈpar.ɡu/	sm		asparagus						espárrago							asperge					Spargel					espàrrec					asparago											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
os espinafres	espinafres	os espinafres	/uz ʃ.pi.ˈna.fɾɨʃ/	/is.pi.na.ˈfɾɨʃ/	smp		spinach						espinacas							épinards					Spinat					espinacs					spinaci											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o grão de bico	grão de bico	o grão de bico	/u ˈgɾɐ̃w dɨ ˈbi.ku/	/ˈɡɾɐ̃w̃ dɨ ˈbi.ku/	sm		chickpea						garbanzo							pois chiche					Kichererbse					cigronet					cicerchia											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
as ervilhas	ervilhas	as ervilhas	/ɐz iɾ.ˈvi.ʎɐʃ/	/is.ˈvi.ʎɐʃ/	sfp		peas						guisantes							pois					Erbsen					piselli					piselli											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
as favas	favas	as favas	/ɐʃ ˈfa.vɐʃ/	/ˈfa.vɐʃ/	sfp		broad beans						habas							fèves					Saubohnen					faves					fave											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o feijão	feijão	o feijão	/u fɐj.ˈʒɐ̃w/	/fej.ˈʒɐ̃w̃/	sm		beans						judía							haricots					Bohnen					fejão					fagiolo											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o feijão verde	feijão verde	o feijão verde	/u fɐj.ˈʒɐ̃w ˈveɾ.dɨ/	/fej.ˈʒɐ̃w̃ ˈveɾ.ði/	sm		green beans						judías verdes							haricots verts					Grüne Bohnen					fejó verd					fagiolo verde											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a alface	alface	a alface	/ɐ aɫ.ˈfa.sɨ/	/aɫ.ˈfa.sɨ/	sf		lettuce						lechuga							laitue					Kopfsalat					enciam					lattuga											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a batata	batata	a batata	/ɐ bɐ.ˈta.tɐ/	/ba.ˈta.tɐ/	sf		potato						patata							pomme de terre					Kartoffel					patata					patata											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o pepino	pepino	o pepino	/u pɨ.ˈpi.nu/	/pi.ˈpi.nu/	sm		cucumber						pepino							concombre					Gurke					cogombre					cetriolo											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o pimentão	pimentão	o pimentão	/u pi.mẽ.ˈtɐ̃w/	/pi.mẽ.ˈtɐ̃w̃/	sm		bell pepper						pimiento							poivron					Paprika					pebrot					peperone											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o cogumelo	cogumelo	o cogumelo	/u ku.gu.ˈme.ɫu/	/ko.ɡu.ˈmɛ.lu/	sm		mushroom						champiñon, seta							champignon					Pilz					cogombre					funghi											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
a cenoura	cenoura	a cenoura	/ɐ sɨ.ˈno.ɾɐ/	/se.ˈno.ɾɐ/	sf		carrot						zanahoria							carotte					Möhre					carabassa					carota											Português::Curso::A1 Português::Vocabulario::Alimentos::Legumes_Vegetais
o porco	porco	o porco	/u ˈpoɾ.ku/	/ˈpoɾ.ku/	sm		pork						cerdo							porc					Schweinefleisch					porc					porc											
o veado	veado	o veado	/u vi.ˈa.du/	/vi.ˈa.ðu/	sm		deer						ciervo							cerf					Hirsch					cervol					cervo											
a codorniz	codorniz	a codorniz	/ɐ ku.duɾ.ˈniʃ/	/ko.ðoɾ.ˈniʃ/	sf		quail						codorniz							caille					Wachtel					cordella					coturnice											
o coelho	coelho	o coelho	/u ku.ˈɐ.ʎu/	/ko.ˈe.ʎu/	sm		rabbit						conejo							lapin					Kaninchen					conill					coniglio											
o borrego	borrego	o borrego	/u bu.ˈʁe.gu/	/bo.ˈʁɛ.ɡu/	sm		lamb						cordero							agneau					Lamm					vedella					agnello											
o faisão	faisão	o faisão	/u faj.ˈzɐ̃w/	/faɪ̯.ˈzɐ̃w̃/	sm		pheasant						faisán							faisan					Fasan					feixó					fagiano											
a galinha	galinha	a galinha	/ɐ gɐ.ˈɫi.ɲɐ/	/ga.ˈli.ɲɐ/	sf		chicken						gallina							poulet					Huhn					gallina					pollo											
a lebre	lebre	a lebre	/ɐ ˈɫe.bɾɨ/	/ˈlɛ.bɾɨ/	sf		hare						liebre							lièvre					Hase					lebre					lepre											
o pato	pato	o pato	/u ˈpa.tu/	/ˈpa.tu/	sm		duck						pato							canard					Ente					ànec					anatra											
o peru	peru	o peru	/u pɨ.ˈɾu/	/ˈpe.ɾu/	sm		turkey						pavo							dinde					Truthahn					gall dindi					tacchino											
a perdiz	perdiz	a perdiz	/ɐ pɨɾ.ˈdiʃ/	/peɾ.ˈdiʒ/	sf		partridge						perdiz							perdrix					Rebhuhn					perdiu					pernice											
o frango	frango	o frango	/u ˈfɾɐ̃.gu/	/ˈfɾɐ̃.ɡu/	sm		chicken						pollo							poulet					Huhn					gallina					pollo											
a vitela	vitela	a vitela	/ɐ vi.ˈte.ɫɐ/	/vi.ˈte.lɐ/	sf		veal						ternera							veau					Kalbfleisch					vedella					vitello											
a vaca	vaca	a vaca	/ɐ ˈva.kɐ/	/ˈva.kɐ/	sf		cow						vaca							vache					Kuh					vaca					mucca											
o touro	touro	o touro	/u ˈto.ɾu/	/ˈto.ɾu/	sm		bull						toro							taureau					Stier					bou					toro											
a carne	carne	a carne	/ɐ ˈkaɾ.nɨ/	/ˈkaɾ.ni/	sf		meat						carne							viande					Fleisch					carn					carne											
