cidade	cidade	a cidade	<img src="_cidade_ciudad_Lisboa.JPG">	/ɐ si.ˈda.dɨ/	/ a siˈdadʒi /	sf		city	/ˈsɪti/	/ˈsɪti/	n			ciudad						ville					Stadt					ciutat					città											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Cidade
edifícios	edifícios	os edifícios	<img src="_edificios-156574f18f5b1900c061bd03837240513cd9ca1b.jpg">	/uz i.dɨ.ˈfi.sɨ.uʃ/	/ uz idʒiˈfisius /	smp		buildings	/ˈbɪldɪŋz/	/ˈbɪldɪŋz/	npl			edificios						bâtiments					Gebäude					edificis					edifici											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Cidade
vizinhos	vizinhos	os vizinhos	<img src="_vizinhos_neighbors_vecinos_rec.jpg">	/uʒ vɨ.ˈzi.ɲuʃ/	/ uʒ viˈziɲus /	smp		neighbors	/ˈneɪbə˞z/	/ˈneɪbəz/	npl			vecinos						voisins					Nachbarn					veïns					vicini											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Cidade Português::Vocabulario::Pessoas::Relações_entre_as_pessoas
rés-do-chão	res do chão	o rés-do-chão	<img src="rés-do-chão.jpeg">	/u ˈʁɛʒ-du-ˈʃɐ̃w/	/ u ˈʁɛsduʃɐ̃w̃ /	sm		ground floor	/ˈɡɹaʊnd ˈflɔr/	/ˈɡraʊnd ˈflɔː/	n			planta baja						rez-de-chaussée					Erdgeschoss					planta baixa					pianterreno											Português::Curso::A1 Português::Vocabulario::Casa
apartamento	apartamento	o apartamento	<img src="_apartamento.JPG">	/u ɐ.paɾ.tɐ.ˈmẽ.tu/	/ u apaʁtɐˈmẽtu /	sm		apartment	/əˈpɑrtmənt/	/əˈpɑːtmənt/	n			apartamento						appartement					Wohnung					apartament					appartamento											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Cidade
banheira	banheira	a banheira	<img src="_banheira.JPG">	/ɐ bɐ.ˈɲɐj.ɾɐ/	/ a bɐˈɲejɾɐ /	sf		bathtub	/ˈbæθˌtəb/	/ˈbɑːθtʌb/	n			bañera						baignoire					Badewanne					banyera					vasca da bagno											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho
torneira	torneira	a torneira	<img src="_faucet_tap.jpg">	/ɐ tuɾ.ˈnɐj.ɾɐ/	/ a toʁˈnejɾɐ /	sf		tap	/ˈtæp/	/ˈtæp/	n			grifo						robinet					Hahn					robinet					rubinetto											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Casa::Cozinha
espelho	espelho	o espelho	<img src="_mirror.jpg">	/u ʃ.ˈpɐ.ʎu/	/ u isˈpeʎu /	sm		mirror	/ˈmɪrə˞/	/ˈmɪrə/	n			espejo						miroir					Spiegel					mirall					specchio											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
sanita	sanita	a sanita	<img src="_bathroom.JPG">	/ɐ sɐ.ˈni.tɐ/	/ a sɐˈnitɐ /	sf		toilet	/ˈtɔɪlət/	/ˈtɔɪlət/	n			inodoro						WC					Toilette					banyera					vaso											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho
lavatório	lavatório	o lavatório	<img src="_lavatorio.JPG">	/u ɫɐ.vɐ.ˈtɔ.ɾi.u/	/ u lavaˈtɔɾiu /	sm		washbasin	/ˈwɔʃˌbeɪsn̩/	/ˈwɒʃˌbeɪsᵊn/	n			lavabo						lavabo					Waschbecken					llavador					lavabo											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho
chuveiro	chuveiro	o chuveiro	<img src="_chuveiro.JPG">	/u ʃu.ˈvɐj.ɾu/	/ u ʃuˈvejɾu /	sm		shower	/ˈʃaʊə˞/	/ˈʃaʊə/	n			ducha						douche					Dusche					dutxa					doccia											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho
pasta de dentes	pasta de dentes	a pasta de dentes	<img src="_pasta_dentes.JPG">	/ɐ ˈpaʃ.tɐ dɨ ˈdẽ.tɨʃ/	/ a ˈpastɐ dʒi ˈdẽtes /	sf		toothpaste	/ˈtuθˌpeɪst/	/ˈtuːθpeɪst/	n			pasta de dientes						dentifrice					Zahnpasta					pasta de dents					dentifricio											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
escova de dentes	escova de dentes	a escova de dentes	<img src="_cepillo_dientes.JPG">	/ɐ ʃ.ˈko.vɐ dɨ ˈdẽ.tɨʃ/	/ a isˈkɔvɐ dʒi ˈdẽtes /	sf		toothbrush	/ˈtuθˌbɹəʃ/	/ˈtuːθbrʌʃ/	n			cepillo de dientes						brosse à dents					Zahnbürste					raspall de dents					spazzolino da denti											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
gel de banho	gel de banho	o gel de banho	<img src="_gel_de_bano.JPG">	/u ˈʒɛɫ dɨ ˈbɐ.ɲu/	/ u ˈʒɛw dʒi ˈbɐɲu /	sm		shower gel	/ˈʃaʊə˞ ˈdʒɛl/	/ˈʃaʊə ˈdʒel/	n			gel de ducha						gel douche					Duschgel					gel de dutxa					gel doccia											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal::Corpo
papel higiénico	papel higiénico	o papel higiénico	<img src="_papel_higienico.JPG">	/u pɐ.ˈpɛɫ .ʒi.ˈɛ.ni.ku/	/ u paˈpɛw iʒiˈɛniku /	sm		toilet paper	/ˈtɔɪlət ˈpeɪpə˞/	/ˈtɔɪlət ˈpeɪpə/	n			papel higiénico						papier toilette					Klopapier					paper higiènic					carta igienica											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho
sabonete	sabonete	o sabonete	<img src="_sabonete.JPG">	/u sɐ.bu.ˈne.tɨ/	/ u saboˈnɛtʃi /	sm		soap	/ˈsoʊp/	/ˈsəʊp/	n			jabón						savon					Seife					sabó					sapone											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
desodorizante	desodorizante	o desodorizante	<img src="_desodorizante.JPG">	/u dɨ.zu.du.ɾi.ˈzɐ̃.tɨ/	/ u dezodoɾiˈzɐ̃tʃi /	sm		deodorant	/diˈoʊdə˞ɹənt/	/diˈəʊdᵊrᵊnt/	n			desodorante						déodorant					Deodorant					desodorant					desodorante											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
condicionador	condicionador	o condicionador	<img src="_condicionador.JPG">	/u kõ.dɨ.si.u.nɐ.ˈdoɾ/	/ u kõdʒisionaˈdoʁ /	sm		conditioner	/kənˈdɪʃənə˞/	/kənˈdɪʃᵊnə/	n			acondicionador						après-shampooing					Conditioner					acondicionador					balsamo											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal::Cabelo
champô	champô	o champô	<img src="_shampoo.JPG">	/u ʃɐ̃.ˈpo/	/ u ʃɐ̃ˈpo /	sm		shampoo	/ʃæmˈpu/	/ʃæmˈpuː/	n			champú						shampoing					Shampoo					xampú					shampoo											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal::Cabelo
esponja de banho	esponja de banho	a esponja de banho	<img src="_esponja.JPG">	/ɐ ʃ.ˈpõ.ʒɐ dɨ ˈbɐ.ɲu/	/ a isˈpõʒɐ dʒi ˈbɐɲu /	sf		bath sponge	/ˈbæθ ˈspəndʒ/	/ˈbɑːθ ˈspʌndʒ/	n			esponja de baño						éponge de bain					Badeschwamm					esponja de bany					spugna da bagno											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
escova	escova	a escova	<img src="_cepillo.JPG">	/ɐ ʃ.ˈko.vɐ/	/ a isˈkɔvɐ /	sf		brush	/ˈbɹəʃ/	/ˈbrʌʃ/	n			cepillo						brosse					Bürste					raspall					spazzola											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Especial::Falso_Amigo Português::Vocabulario::Pessoas::Cuidado_Pessoal
perfume	perfume	o perfume	<img src="_perfume.JPG">	/u pɨɾ.ˈfu.mɨ/	/ u peʁˈfumi /	sm		perfume	/ˈpɜ˞ˌfjum/	/ˈpɜːfjuːm/	n			perfume						parfum					Parfüm					perfum					profumo											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
mesas de cabeceira	mesas de cabeceira	as mesas de cabeceira	<img src="_mesa_cabeceira.JPG">	/ˈmɛ.zɐʒ ðɨ ka.bɨ.ˈsej.ɾɐ/	/ aʒ ˈmɛzas dʒi kabeˈsejɾɐ /	sfp	<i>criado mudo</i>	bedside tables	/ˈbɛdˌsaɪd ˈteɪbəlz/	/ˈbedsaɪd ˈteɪbᵊlz/	npl			mesitas de noche						tables de chevet					Nachttische					tauletes de nit					comodini											Português::Curso::A1 Português::Vocabulario::Casa::Quarto_de_Dormir
roupeiro	roupeiro	o roupeiro	<img src="_roupeiro.JPG">	/ʁu.ˈpɐj.ɾu/	/ u ʁoˈpejɾu /	sm		wardrobe	/ˈwɔrˌdɹoʊb/	/ˈwɔːdrəʊb/	n			armario (de ropa)						armoire					Kleiderschrank					armari					armadio											Português::Curso::A1 Português::Vocabulario::Casa::Móveis Português::Vocabulario::Casa::Quarto_de_Dormir
creme (pele)	creme	o creme	<img src="_creme (corpo).JPG">	/u ˈkɾe.mɨ/	/ u ˈkɾɛmi /	sm		cream	/ˈkɹim/	/ˈkriːm/	n			crema						créme					Creme					crema					crema											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal::Corpo
mopa	mopa	a mopa	<img src="_mopa.JPG">	/ɐ ˈmɔpɐ/	/a ˈmɔpɐ/	sf		mop	/ˈmɑp/	/ˈmɒp/	n			trapeador	/tɾapeaˈðoɾ/	/tɾapeaˈðoɾ/				serpillière		/sɛʁpijɛʁ/			Wischmopp					fregall					mocho											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas::Produtos_Limpeza
aspirador (de pó)	aspirador (de pó)	o aspirador (de pó)	<img src="_aspirador_vacuum_cleaner.jpg">	/u ɐʃpiɾɐˈdoɾ  dɨ ˈpɔ /	/u aspiɾaˈdoʁ  dʒi ˈpɔ /	sm		vacuum cleaner	/ˈvæˌkjum ˈklinə˞/	/ˈvækjuːm ˈkliːnə/	n			aspiradora	/aspiɾaˈðoɾa/	/aspiɾaˈðoɾa/				aspirateur		/aspiʁatœʁ/			Staubsauger					aspiradora					aspirapolvere											Português::Curso::A1 Português::Vocabulario::Casa::Eletrodomésticos Português::Vocabulario::Casa::Tarefas_domésticas
pano (limp)	pano	o pano	<img src="_pano_trapo.JPG">	/u ˈpɐnu/	/u ˈpɐnu/	sm		cloth	/ˈklɔθ/	/ˈklɒθ/	n			trapo	/ˈtɾapo/	/ˈtɾapo/				chiffon		/ʃifɔ̃/			Tuch					drap					drappo											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Casa::Tarefas_domésticas::Produtos_Limpeza
pregadores	pregadores	os pregadores	<img src="_pregadores_pinzas.JPG">	/uʃ pɾɨɡɐˈdɔɾɨʃ/	/uʃ pɾeɡaˈdɔɾes/	smp		clothes pegs	/ˈkloʊz ˈpɛɡz/	/ˈkləʊðz ˈpeɡz/	npl			pinzas (para la ropa)	/ˈpinθas ˈpaɾa la ˈropa/	/ˈpinsas ˈpaɾa la ˈropa/				pinces à linge		/pɛ̃s‿ a lɛ̃ʒ/			Wäscheklammern					pinces per la roba					mollettone											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Pessoas::Roupa::Detalhes
varal	varal	o varal	<img src="_varal.JPG">	/u vɐˈɾaɫ/	/u vaˈɾaw/	sm		clothesline	/ˈkloʊzˌlaɪn/	/ˈkləʊðzlaɪn/	n			tendedero	/tendeˈðeɾo/	/tendeˈðeɾo/				corde à linge		/kɔʁd‿ a lɛ̃ʒ/			Wäscheleine					estenedor					stendibiancheria											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Tarefas_domésticas::Roupa
roupa suja	roupa suja	a roupa suja	<img src="_ropa_suja-9185f00253fbf65d7498b31f344274c6923ac222.jpg">	/ɐ ˈʁopɐ ˈsuʒɐ/	/a ˈʁopɐ ˈsuʒɐ/	sf		dirty laundry	/ˈdɜ˞ti ˈlɔndɹi/	/ˈdɜːti ˈlɔːndri/	n			ropa sucia	/ˈropa ˈsuθja/	/ˈropa ˈsusja/				linge sale		/lɛ̃ʒ sal/			schmutzige Wäsche					roba bruta					biancheria sporca											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Casa::Tarefas_domésticas::Roupa Português::Vocabulario::Pessoas::Roupa::Detalhes
móveis	móveis	os móveis	<img src="_móveis_02.JPG">	/uʒ ˈmɔvɐjʃ/	/uʒ ˈmɔvejs/	smp		furniture	/ˈfɜ˞nɪtʃə˞/	/ˈfɜːnɪtʃə/	npl			muebles	/ˈmweβles/	/ˈmweβles/				meubles		/mœbl/			Möbel					mobles					mobili											Português::Curso::A1 Português::Vocabulario::Casa::Móveis
varrer	varrer	varrer	<img src="Levi_barriendo.gif">	/vɐˈʁeɾ/	/vaˈʁeʁ/	v		sweep	/ˈswip/	/ˈswiːp/	v			barrer	/baˈreɾ/	/baˈreɾ/				balayer		/balɛje/			fegen					escombrar					spazzare											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas
lavar a roupa	lavar a roupa	lavar a roupa	<img src="_lava_roupas.JPG">	/lɐˈvaɾ ɐ ˈʁopɐ/	/laˈvaʁ a ˈʁopɐ/	exp		do the laundry	/ˈdu ðə ˈlɔndɹi/	/ˈduː ðə ˈlɔːndri/	exp			lavar la ropa	/laˈβaɾ la ˈropa/	/laˈβaɾ la ˈropa/				faire la lessive		/fɛʁ la lesiv/			Wäsche waschen					rentar la roba					fare il bucato											Português::Curso::A1 Português::Vocabulario::Casa Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Pessoas::Roupa
estender a roupa	estender a roupa	estender a roupa	<img src="_estender_a_roupa.JPG">	/ʃtẽˈdeɾ ɐ ˈʁopɐ/	/istẽˈdeʁ a ˈʁopɐ/	exp		hang the clothes	/ˈhæŋ ðə ˈkloʊz/	/ˈhæŋ ðə ˈkləʊðz/	exp			tender la ropa	/tenˈdeɾ la ˈropa/	/tenˈdeɾ la ˈropa/				étendre le linge		/etɑ̃dʁə lə lɛ̃ʒ/			Wäsche aufhängen					estendre la roba					stendere i panni											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Casa::Tarefas_domésticas::Roupa
o banheiro(BR)	banheiro	o banheiro	<img src="EN_bathroom.jpg">	/u bɐˈɲɐjɾu/	/u bɐˈɲejɾu/	sm		bathroom (BR)	/ˈbæθˌɹum/	/ˈbɑːθrʊm/				baño (BR)	/ˈbaɲo/	/ˈbaɲo/				salle de bain (BR)		/sal də bɛ̃/			Badezimmer (BR)					bany (BR)					bagno (BR)											Português::Brasil Português::Curso::A1 Português::Vocabulario::Casa
secar-se	secar-se	secar-se	<img src="_secar-se.JPG">	/sɨˈkaɾsɨ/	/seˈkaʁsi/	v		dry oneself	/ˈdɹaɪ ˌwənˈsɛlf/	/ˈdraɪ ˌwʌnˈself/				secarsé	/sekaɾˈse/	/sekaɾˈse/				se sécher		/sə seʃe/			sich abtrocknen					assecar-se					asciugarsi											Português::Curso::A1 Português::Vocabulario::Casa::Casa_de_Banho Português::Vocabulario::Pessoas::Cuidado_Pessoal
pôr a mesa	pôr a mesa	pôr a mesa	<img src="_por_a_mesa.jpg">	/ˈpoɾ ɐ ˈmɛzɐ/	/ˈpoʁ a ˈmɛzɐ/	exp		set the table	/ˈsɛt ðə ˈteɪbəl/	/ˈset ðə ˈteɪbᵊl/	exp			poner la mesa	/poˈneɾ la ˈmesa/	/poˈneɾ la ˈmesa/				mettre la table		/mɛtʁə la tabl/			den Tisch decken					parar taula					apparecchiare la tavola											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Refeições
frigideira	frigideira	a frigideira	<img src="_frigideira_sartén.JPG">	/ɐ fɾiʒiˈdɐjɾɐ/	/a fɾiʒiˈdejɾɐ/	sf		frying pan	/ˈfɹaɪɪŋ ˈpæn/	/ˈfraɪɪŋ ˈpæn/	n			sartén	/saɾˈten/	/saɾˈten/				poêle à frire		/pwal‿ a fʁiʁ/			Bratpfanne					paella					padella											Português::Curso::A1 Português::Vocabulario::Casa::Cozinha::Utensílios Português::Vocabulario::Casa::Cozinha::Utensílios::Panelas
xícara (BR)	xícara	a xícara	<img src="_xicara_taza_cup.JPG">	/ɐ ˈʃikɐɾɐ/	/a ˈʃikaɾɐ/	sf		cup (BR)	/ˈkəp/	/ˈkʌp/	n			taza (BR)						tasse (BR)					Tasse (BR)					tassa (BR)					tazza (BR)											Português::Brasil Português::Curso::A1 Português::Vocabulario::Alimentos::Louça Português::Vocabulario::Alimentos::No_Restaurante Português::Vocabulario::Casa::Cozinha::Utensílios
passar a ferro	passar a ferro	passar a ferro	<img src="_passar_a_ferro.JPG">	/pɐˈsaɾ ɐ ˈfɛʁu/	/paˈsaʁ a ˈfɛʁu/	v		to iron (clothing)	/ tu ˈaɪə˞n | ˈkloʊðɪŋ /	/ tu ˈaɪən | ˈkləʊðɪŋ /	v			planchar						repasser					bügeln					planxar					stirare											Português::Curso::A1 Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Casa::Tarefas_domésticas::Roupa
ferro (de passar roupa)	ferro (de passar roupa)	o ferro (de passar roupa)	<img src="_ferro_plancha.JPG">	/u ˈfɛʁu | dɨ pɐˈsaɾ ˈʁopɐ |/	/u ˈfɛʁu | dʒi paˈsaʁ ˈʁopɐ |/	sm		iron	/ˈaɪə˞n /	/ˈaɪən/	n			plancha de ropa						fer à repasser					Bügeleisen					ferro de planxar					ferro da stiro											Português::Curso::A1 Português::Vocabulario::Casa::Eletrodomésticos Português::Vocabulario::Casa::Tarefas_domésticas Português::Vocabulario::Casa::Tarefas_domésticas::Roupa
